Date,Open,High,Low,Adj Close,Volume,Close
09-12-2012,90.5,90.5,86.550003,76.203697,3177472,86.949997
10-12-2012,87.5,89.050003,86.550003,76.948654,2463439,87.800003
11-12-2012,88.300003,88.650002,87.800003,77.34304,980288,88.25
12-12-2012,87.199997,88,85.800003,75.59024,1533905,86.25
13-12-2012,86.900002,88,86.75,76.8172,1510623,87.650002
14-12-2012,88.050003,88.650002,87.199997,77.123932,2411479,88
15-12-2012,89,89.5,88.199997,77.518326,611790,88.449997
16-12-2012,90,90,87.300003,76.729553,677631,87.550003
17-12-2012,88,88.25,87.199997,76.904831,1095655,87.75
18-12-2012,88.5,88.5,87.199997,76.904831,1745041,87.75
19-12-2012,88.349998,91,87.849998,78.394722,3106975,89.449997
20-12-2012,90.449997,91.25,89.650002,79.402596,963149,90.599998
21-12-2012,92,92.800003,90.900002,79.840782,1235182,91.099998
22-12-2012,91.199997,91.800003,89.25,78.964401,995018,90.099998
23-12-2012,90,91.400002,89.5,78.920563,2061451,90.050003
24-12-2012,90,94.25,90,82.03183,3949945,93.599998
25-12-2012,94.5,94.5,91.75,80.980148,1788666,92.400002
26-12-2012,92.550003,92.949997,81.949997,79.840782,1090625,91.099998
27-12-2012,92,92.800003,90,79.052025,528869,90.199997
28-12-2012,90.25,90.25,89.150002,78.745293,635014,89.849998
29-12-2012,89,89.650002,87.050003,78.175636,1176866,89.199997
30-12-2012,89.25,94,89.25,81.812729,4651714,93.349998
31-12-2012,94.050003,94.449997,92.300003,81.111603,1560355,92.550003
01-01-2013,92.449997,94.099998,91.900002,81.944191,1253925,93.5
02-01-2013,93,93.900002,92.050003,81.90036,853945,93.449997
03-01-2013,93.5,93.699997,92.5,81.243065,311002,92.699997
04-01-2013,92.800003,95.699997,91.75,83.390266,3334874,95.150002
05-01-2013,94,95,92.550003,81.681274,1213415,93.199997
06-01-2013,93.900002,96.150002,93.25,83.784645,3181259,95.599998
07-01-2013,96.699997,97.5,94.800003,83.609352,2959125,95.400002
08-01-2013,95.400002,96.150002,94.150002,83.346436,1833667,95.099998
09-01-2013,95.800003,96.949997,94.199997,82.820587,2235740,94.5
10-01-2013,92.5,95.75,90.650002,83.127335,3217020,94.849998
11-01-2013,94.050003,96.800003,92.800003,82.119469,2900339,93.699997
12-01-2013,91.800003,93.400002,90.650002,81.067772,2064614,92.5
13-01-2013,93,95,92.800003,82.732948,618436,94.400002
14-01-2013,95.599998,96,93.050003,81.944191,855694,93.5
15-01-2013,93.099998,94.75,92.099998,81.725075,481221,93.25
16-01-2013,94.5,94.599998,92.550003,81.505989,681231,93
17-01-2013,92.5,93.400002,89.800003,79.490234,750358,90.699997
18-01-2013,87,92.650002,87,80.936317,779408,92.349998
19-01-2013,92,94.199997,91.349998,82.119469,819478,93.699997
20-01-2013,92.599998,94.400002,90.199997,79.402596,970311,90.599998
21-01-2013,91,92.75,90.599998,79.928444,864140,91.199997
22-01-2013,89.949997,91.900002,89,80.191353,1149357,91.5
23-01-2013,92.5,93.349998,91,80.016075,691040,91.300003
24-01-2013,91.5,91.5,87.650002,77.34304,606202,88.25
25-01-2013,89.099998,92.25,88.5,79.972252,926834,91.25
26-01-2013,91.550003,91.900002,89.5,79.402596,1505774,90.599998
27-01-2013,91.699997,93,91,80.279007,624782,91.599998
28-01-2013,91.75,95.349998,91.75,82.776764,1914839,94.449997
29-01-2013,94.800003,96.099998,93.800003,83.258797,1878558,95
30-01-2013,95.25,99.199997,94.5,86.501511,2880028,98.699997
31-01-2013,100,101.25,98.5,86.676804,3225039,98.900002
01-02-2013,99.300003,100.650002,98.050003,86.413864,1186316,98.599998
02-02-2013,97,97.5,95.650002,84.091377,1349898,95.949997
03-02-2013,95.949997,97.150002,93.349998,82.51384,779867,94.150002
04-02-2013,94.650002,95.949997,94,83.302635,898894,95.050003
05-02-2013,95.150002,95.75,94.650002,83.696999,694248,95.5
06-02-2013,95.75,97.199997,95.550003,84.003746,1170183,95.849998
07-02-2013,96,96.849998,94.25,83.521721,1129700,95.300003
08-02-2013,95.5,96.650002,94.900002,83.784645,704109,95.599998
09-02-2013,95.949997,96.550003,94.099998,82.86441,406273,94.550003
10-02-2013,94,95.400002,93.349998,82.557671,618029,94.199997
11-02-2013,95,95.199997,93.150002,82.03183,696245,93.599998
12-02-2013,94.949997,97.949997,94.050003,85.581284,2911571,97.650002
13-02-2013,98,99.150002,97.150002,85.405991,2543401,97.449997
14-02-2013,97.699997,99,96.849998,85.97567,1252051,98.099998
15-02-2013,97.699997,98.550003,97.099998,85.800385,2104937,97.900002
16-02-2013,97.25,101.650002,96.849998,87.377922,2596210,99.699997
17-02-2013,100.400002,101.900002,99.300003,87.991402,2077540,100.400002
18-02-2013,101.099998,102.5,99,88.911621,1818016,101.449997
19-02-2013,100.449997,102.900002,100.199997,89.656578,1459438,102.300003
20-02-2013,101.050003,103.300003,100.650002,89.568932,1176821,102.199997
21-02-2013,103,103.199997,99.550003,88.166679,1414950,100.599998
22-02-2013,100.900002,105.349998,99.5,91.584671,2432237,104.5
23-02-2013,105,105.849998,104,91.409393,2464136,104.300003
24-02-2013,107.25,107.25,102,89.568932,1468342,102.199997
25-02-2013,103.849998,104.150002,102.5,90.050964,1333093,102.75
26-02-2013,103,104.699997,102.099998,89.831863,1682350,102.5
27-02-2013,103,103.349998,101.550003,89.262184,570810,101.849998
28-02-2013,102.099998,102.699997,101.199997,89.349831,1014915,101.949997
01-03-2013,101.650002,103.550003,101.5,89.218369,1478789,101.800003
02-03-2013,102.75,102.75,100.099998,88.254326,979882,100.699997
03-03-2013,100.25,102.199997,100.25,88.561073,821988,101.050003
04-03-2013,101.599998,104.849998,100.199997,91.453209,2312842,104.349998
05-03-2013,105.199997,106.099998,104.199997,91.67231,3264538,104.599998
06-03-2013,105.199997,105.400002,103.849998,91.277946,811670,104.150002
07-03-2013,103.400002,105.5,103.400002,91.891411,1233387,104.849998
08-03-2013,105.449997,105.449997,103,90.839737,751780,103.650002
09-03-2013,104.050003,104.300003,102.150002,89.831863,327573,102.5
10-03-2013,102.800003,104,102.050003,90.53299,547691,103.300003
11-03-2013,103.449997,103.599998,101.900002,89.612747,489624,102.25
12-03-2013,103,107.800003,101.25,93.90715,5203428,107.150002
13-03-2013,106,109.050003,106,93.293663,4050676,106.449997
14-03-2013,109,109,105.849998,95.221771,1566565,108.650002
15-03-2013,109,109.650002,107.699997,94.739731,1172499,108.099998
16-03-2013,108,109.300003,107.199997,94.520638,825501,107.849998
17-03-2013,109,109,106.900002,93.950981,658888,107.199997
18-03-2013,108.400002,111.199997,107.199997,97.062225,3326116,110.75
19-03-2013,111.300003,111.949997,110.349998,97.456612,1260007,111.199997
20-03-2013,111.300003,113.5,110.5,98.157738,1898901,112
21-03-2013,112.199997,112.199997,109.300003,96.40493,2128778,110
22-03-2013,109.199997,110.849998,108.800003,96.536377,848858,110.150002
23-03-2013,109.599998,112.75,109.599998,97.106056,1153997,110.800003
24-03-2013,110.800003,112.5,110.25,97.631897,679964,111.400002
25-03-2013,111.800003,112.400002,110.550003,97.544266,461519,111.300003
26-03-2013,111.800003,115.199997,111.050003,100.699326,1830155,114.900002
27-03-2013,115.900002,119.300003,114.199997,103.679108,2367584,118.300003
28-03-2013,116,117.75,115.550003,101.707199,1353463,116.050003
29-03-2013,116.699997,119.699997,115.199997,103.284721,1614103,117.849998
30-03-2013,117.900002,117.900002,114.599998,100.786964,1433420,115
31-03-2013,115,115.75,112.699997,99.603821,881410,113.650002
01-04-2013,113.699997,114.5,112.849998,99.340889,2803008,113.349998
02-04-2013,113,116.699997,113,100.567863,2814301,114.75
03-04-2013,118,121.800003,115.5,102.23304,2036376,116.650002
04-04-2013,115.099998,116.599998,114.599998,100.874619,1805447,115.099998
05-04-2013,116,117.900002,115.5,103.06562,1051392,117.599998
06-04-2013,117.900002,118.75,117,103.240906,1035900,117.800003
07-04-2013,118.099998,119.150002,117.5,103.635292,1317788,118.25
08-04-2013,118.349998,122,118.349998,106.220695,1924558,121.199997
09-04-2013,122,124,120.699997,106.176872,1285631,121.150002
10-04-2013,120.449997,121.449997,117.25,103.898216,1097735,118.550003
11-04-2013,119.5,119.699997,114.650002,101.312828,1209205,115.599998
12-04-2013,116,116.699997,109.800003,98.749046,4694554,111.699997
13-04-2013,113,113.199997,107.900002,95.964287,2045129,108.550003
14-04-2013,109,111.199997,105.300003,96.583115,4814877,109.25
15-04-2013,110,111.099998,106.699997,95.21283,1186462,107.699997
16-04-2013,108.199997,110.25,107.599998,96.450493,1145122,109.099998
17-04-2013,109.550003,110.300003,108.599998,96.892525,643077,109.599998
18-04-2013,110.5,110.800003,107,95.78746,1180150,108.349998
19-04-2013,109,109.400002,107.699997,95.699066,1342092,108.25
20-04-2013,109.349998,110.400002,107.800003,97.113556,1277040,109.849998
21-04-2013,109.5,113.75,109.5,99.544708,3175930,112.599998
22-04-2013,113.400002,114.5,112.300003,100.60556,1848941,113.800003
23-04-2013,114.449997,114.449997,112,100.207733,1078939,113.349998
24-04-2013,114,115.599998,113.050003,101.268608,1627308,114.550003
25-04-2013,114.699997,114.699997,108.599998,97.069351,2359941,109.800003
26-04-2013,110.5,112.650002,110.5,98.97007,1392210,111.949997
27-04-2013,112.900002,114.599998,111.900002,99.412086,964379,112.449997
28-04-2013,111,114.199997,111,99.898331,1717703,113
29-04-2013,114.800003,117.900002,113.400002,103.699768,2349422,117.300003
30-04-2013,118,119.5,115,103.169327,2543479,116.699997
01-05-2013,118,118,115.150002,103.169327,1248883,116.699997
02-05-2013,117.099998,118.400002,115.550003,102.506279,546349,115.949997
03-05-2013,116.599998,118.75,115.25,104.318596,1775809,118
04-05-2013,118,120.800003,118,105.512077,4402866,119.349998
05-05-2013,119.599998,120.75,117.5,104.539612,1107716,118.25
06-05-2013,118.800003,119.25,114.550003,101.754829,1304082,115.099998
07-05-2013,116.300003,118.599998,115.800003,103.390343,9129592,116.949997
08-05-2013,119.949997,123.5,117.25,106.882378,6311342,120.900002
09-05-2013,120.349998,128.25,120.349998,110.506989,12825706,125
10-05-2013,126.25,127.25,123.349998,109.932335,5695194,124.349998
11-05-2013,124.75,126,122.099998,109.092506,2724722,123.400002
12-05-2013,124.949997,125.699997,123.050003,109.225105,1930899,123.550003
13-05-2013,127.900002,127.900002,121.650002,107.899033,1449776,122.050003
14-05-2013,121.900002,122.900002,117.050003,104.362808,3589865,118.050003
15-05-2013,117,118.400002,111.550003,99.500511,4766171,112.550003
16-05-2013,113.400002,114.400002,110.400002,99.500511,2162479,112.550003
17-05-2013,113.699997,115.400002,112.699997,101.35701,2220967,114.650002
18-05-2013,115.400002,116.449997,113.199997,101.710632,1513325,115.050003
19-05-2013,115.800003,117.449997,114.550003,103.257744,1063265,116.800003
20-05-2013,117.800003,118.800003,115.75,104.407013,1405452,118.099998
21-05-2013,119.599998,120.199997,118,105.246857,1034710,119.050003
22-05-2013,118.599998,120.25,117.300003,105.335266,917546,119.150002
23-05-2013,122.5,122.949997,120.400002,107.324394,2504228,121.400002
24-05-2013,121.949997,122.400002,116.150002,103.788162,1000558,117.400002
25-05-2013,117.150002,119.400002,115.900002,102.948318,2292748,116.449997
26-05-2013,117,117.599998,114.25,102.373695,1442458,115.800003
27-05-2013,115.5,117.400002,112.25,100.517166,1585410,113.699997
28-05-2013,114.25,116.099998,111.150002,102.152657,1047631,115.550003
29-05-2013,116.599998,116.900002,113.5,101.180191,1398980,114.449997
30-05-2013,114.599998,115.300003,112.5,100.561363,943469,113.75
31-05-2013,112.599998,114.300003,106.050003,99.367882,813526,112.400002
01-06-2013,112.349998,114.650002,111.449997,99.279488,738125,112.300003
02-06-2013,112.5,113.300003,104.400002,93.665726,1616211,105.949997
03-06-2013,106.599998,109.900002,105,95.345428,4317468,107.849998
04-06-2013,108.900002,110.25,105.25,96.759918,635575,109.449997
05-06-2013,108.900002,109.650002,107.199997,95.920074,1462798,108.5
06-06-2013,109.099998,112.300003,109,97.820793,690841,110.650002
07-06-2013,112.699997,117.449997,111.300003,103.390343,3181197,116.949997
08-06-2013,117.099998,118.449997,111.949997,99.721519,1074587,112.800003
09-06-2013,114.150002,114.300003,111.199997,99.014259,910998,112
10-06-2013,112,115.900002,110.5,101.401215,1007366,114.699997
11-06-2013,113.5,115.5,111.300003,99.279488,1253664,112.300003
12-06-2013,112.5,113.300003,106,95.124413,1499305,107.599998
13-06-2013,107,113.050003,105.25,96.84832,1236432,109.550003
14-06-2013,109.599998,114.5,109.599998,100.561363,869330,113.75
15-06-2013,114.800003,119.900002,114,105.688904,3372926,119.550003
16-06-2013,119.900002,119.900002,114.550003,102.196869,813534,115.599998
17-06-2013,115.900002,116.800003,113.199997,101.666435,780206,115
18-06-2013,115.699997,117.949997,114.5,103.125122,582135,116.650002
19-06-2013,117.849998,118.300003,116.199997,103.743965,1936809,117.349998
20-06-2013,117.400002,117.849998,114.349998,102.373695,458228,115.800003
21-06-2013,116.099998,116.800003,114.75,102.417877,641038,115.849998
22-06-2013,115.050003,116.25,114.25,102.550484,336479,116
23-06-2013,117,117.5,115.400002,102.992516,651126,116.5
24-06-2013,116,116.900002,115.099998,102.550484,1878325,116
25-06-2013,116.050003,117.400002,114.349998,101.754829,665987,115.099998
26-06-2013,114.599998,117.5,114,103.301941,957567,116.849998
27-06-2013,117.550003,119.800003,116.300003,104.274399,1334133,117.949997
28-06-2013,119.199997,120.25,117.300003,104.053383,707930,117.699997
29-06-2013,121,122,119,105.467873,2306969,119.300003
30-06-2013,119.300003,120.099998,117.449997,105.114258,1229519,118.900002
01-07-2013,119,119.849998,116.199997,103.699768,2078082,117.300003
02-07-2013,117.300003,117.5,114.849998,102.550484,981316,116
03-07-2013,114.300003,115.5,110.5,98.395424,855154,111.300003
04-07-2013,112,113.199997,107.300003,96.671516,855880,109.349998
05-07-2013,110.050003,111,107.599998,97.025146,1320755,109.75
06-07-2013,110.650002,112.349998,107,94.947609,1517134,107.400002
07-07-2013,107.900002,109.800003,104.25,93.312119,1560649,105.550003
08-07-2013,105.75,106.5,101.849998,93.444717,2049283,105.699997
09-07-2013,106.050003,107.550003,103.550003,91.897614,1550424,103.949997
10-07-2013,106,106.650002,103.050003,91.455589,2007286,103.449997
11-07-2013,102.099998,104,102,90.704147,1154094,102.599998
12-07-2013,102.5,103.5,102.099998,90.748344,1022287,102.650002
13-07-2013,102.900002,104.849998,102.5,92.07444,992769,104.150002
14-07-2013,104.550003,105.550003,104,92.560638,3234733,104.699997
15-07-2013,105.099998,107.849998,103.599998,93.046898,1393342,105.25
16-07-2013,104.900002,105.900002,99,91.72081,1463315,103.75
17-07-2013,101.900002,103.400002,100.25,90.262108,906820,102.099998
18-07-2013,103.099998,103.599998,100.449997,90.173706,899054,102
19-07-2013,102,103.400002,101,90.61573,1725353,102.5
20-07-2013,102.900002,104.550003,101.650002,90.969368,2228243,102.900002
21-07-2013,104.699997,104.699997,100.5,89.864288,1105616,101.650002
22-07-2013,102.25,102.25,100.449997,89.333855,934846,101.050003
23-07-2013,99.900002,101,95.25,84.86937,1249588,96
24-07-2013,96,96,88.5,79.520821,1506478,89.949997
25-07-2013,90.349998,94,87.5,81.598366,1430029,92.300003
26-07-2013,92.949997,96.199997,92.050003,83.278069,3122052,94.199997
27-07-2013,93.199997,98.400002,93.199997,86.593262,1300704,97.949997
28-07-2013,99.5,99.5,96.099998,86.460686,614007,97.800003
29-07-2013,97.900002,98,95.25,84.825157,408426,95.949997
30-07-2013,96,98.300003,95.5,85.178795,1073432,96.349998
31-07-2013,97,97.25,93.150002,83.145462,941489,94.050003
01-08-2013,93.5,93.949997,90.599998,81.996178,1118662,92.75
02-08-2013,94.949997,95.800003,92,84.383133,1078357,95.449997
03-08-2013,96,97.199997,93.699997,83.278069,873569,94.199997
04-08-2013,94.699997,97.900002,89.650002,83.896919,1997235,94.900002
05-08-2013,92.5,94,90.050003,80.493294,1691190,91.050003
06-08-2013,91.5,92.900002,89.099998,79.476646,1209241,89.900002
07-08-2013,90.400002,93.650002,90.400002,82.394012,537139,93.199997
08-08-2013,93.25,93.949997,91.349998,81.288933,727989,91.949997
09-08-2013,93.5,94.449997,92.199997,82.747635,856088,93.599998
10-08-2013,93,93,91.5,81.37735,576168,92.050003
11-08-2013,92.099998,94.550003,92.099998,82.880257,562670,93.75
12-08-2013,94.400002,96.400002,93.25,84.162132,800379,95.199997
13-08-2013,94.699997,96.199997,94.599998,84.162132,339597,95.199997
14-08-2013,95.5,96.949997,93.5,85.046173,808551,96.199997
15-08-2013,98.099998,100.75,96.5,88.361382,1508802,99.949997
16-08-2013,98.099998,102.349998,96.300003,87.167915,1714321,98.599998
17-08-2013,99.849998,100.449997,98.25,87.079521,1281252,98.5
18-08-2013,97.900002,100.5,97,87.742569,1005499,99.25
19-08-2013,101.300003,101.300003,96.650002,86.681702,672472,98.050003
20-08-2013,99.400002,99.800003,96.400002,87.65416,624282,99.150002
21-08-2013,101,101,99.349998,88.405594,378740,100
22-08-2013,99.900002,102,98.300003,89.112839,915789,100.800003
23-08-2013,102,102.699997,100,88.759209,456526,100.400002
24-08-2013,100.400002,101.699997,100.050003,88.93602,269673,100.599998
25-08-2013,99,102.550003,99,89.422256,574685,101.150002
26-08-2013,101.400002,103.449997,99.75,88.494003,870528,100.099998
27-08-2013,100.400002,102,99.5,88.361382,892560,99.949997
28-08-2013,100,100.900002,98.25,87.52153,2613645,99
29-08-2013,100,102.400002,99.099998,90.0411,754341,101.849998
30-08-2013,102.800003,104.849998,102.300003,92.07444,983581,104.150002
31-08-2013,104.5,104.900002,102.25,91.632408,841127,103.650002
01-09-2013,103.900002,103.949997,100,88.803421,1915590,100.449997
02-09-2013,101.400002,103,100.099998,90.262108,903514,102.099998
03-09-2013,103.599998,103.599998,99.849998,89.333855,1608058,101.050003
04-09-2013,100.900002,100.900002,99.650002,88.494003,331034,100.099998
05-09-2013,99.099998,101.949997,98.599998,89.510674,506570,101.25
06-09-2013,101.25,101.25,99.25,88.140373,1790841,99.699997
07-09-2013,100.099998,101.050003,97.25,86.50489,1590261,97.849998
08-09-2013,97,100.300003,95.699997,88.22879,1031483,99.800003
09-09-2013,100.949997,101.099998,99.5,88.803421,397709,100.449997
10-09-2013,101,103.900002,100.099998,91.101974,1487749,103.050003
11-09-2013,103,104.400002,102.150002,90.925156,470854,102.849998
12-09-2013,102.849998,103.699997,101.25,90.571533,495737,102.449997
13-09-2013,102.900002,103.699997,102.199997,90.969368,405262,102.900002
14-09-2013,103.349998,103.650002,96.650002,86.681702,2380143,98.050003
15-09-2013,98.900002,101.5,97.050003,87.035316,1185606,98.449997
16-09-2013,99.699997,101.349998,98.099998,88.89183,1573007,100.550003
17-09-2013,100.849998,101.349998,99.25,88.361382,1398738,99.949997
18-09-2013,99.25,100.849998,98.25,88.449806,578255,100.050003
19-09-2013,100.099998,101,98,87.344727,557320,98.800003
20-09-2013,99.349998,100.75,96.099998,85.665031,650345,96.900002
21-09-2013,97.800003,99,97.099998,86.372261,484830,97.699997
22-09-2013,98.800003,99.300003,97.349998,86.593262,246856,97.949997
23-09-2013,97.449997,98.849998,96.099998,86.107063,493334,97.400002
24-09-2013,97.099998,100.349998,97.099998,86.991096,960604,98.400002
25-09-2013,98.949997,106,98.75,92.07444,3362569,104.150002
26-09-2013,105.199997,105.849998,101.050003,89.864288,1681708,101.650002
27-09-2013,102,102.699997,99,88.184578,535875,99.75
28-09-2013,99.050003,101,98.199997,87.167915,340884,98.599998
29-09-2013,99,100.300003,98.5,87.344727,532184,98.800003
30-09-2013,98.800003,100.599998,98.800003,88.007782,525553,99.550003
01-10-2013,98.900002,100.5,98.25,87.079521,348957,98.5
02-10-2013,99.5,99.5,98.050003,87.035316,180344,98.449997
03-10-2013,98,98.400002,96.550003,86.018654,685642,97.300003
04-10-2013,98.300003,99.199997,96.550003,85.620819,559697,96.849998
05-10-2013,97.5,97.800003,95.25,85.001976,1597623,96.150002
06-10-2013,96.5,99.800003,96.5,87.875168,725289,99.400002
07-10-2013,99.5,101.900002,98.949997,89.333855,943540,101.050003
08-10-2013,101.099998,102.599998,99.75,89.864288,479284,101.650002
09-10-2013,101,102.199997,100,89.28965,1239361,101
10-10-2013,101.300003,102.099998,100,88.62661,226410,100.25
11-10-2013,100.300003,100.449997,98.800003,87.742569,413539,99.25
12-10-2013,98.699997,99.949997,97.900002,86.85849,703678,98.25
13-10-2013,97.349998,99.300003,96.349998,85.620819,1113330,96.849998
14-10-2013,97.300003,97.800003,95.900002,84.913582,791796,96.050003
15-10-2013,96.550003,97.199997,95.349998,84.604156,535046,95.699997
16-10-2013,95.900002,98.300003,95.099998,86.018654,3179683,97.300003
17-10-2013,97.949997,97.949997,96.199997,85.886032,982133,97.150002
18-10-2013,98.099998,98.449997,96.5,85.488213,1020018,96.699997
19-10-2013,95.900002,96.400002,95,84.604156,1241763,95.699997
20-10-2013,95.5,96.650002,94.800003,84.073723,484105,95.099998
21-10-2013,95,95.5,86,81.156334,1111311,91.800003
22-10-2013,92.800003,92.800003,89.300003,79.609245,1744311,90.050003
23-10-2013,90.849998,90.900002,86.099998,77.752724,1752858,87.949997
24-10-2013,88.400002,88.400002,84,77.178085,1981898,87.300003
25-10-2013,88.150002,90.099998,87.800003,78.415764,1142630,88.699997
26-10-2013,90,91.099998,88.150002,79.741852,1724271,90.199997
27-10-2013,91.300003,91.449997,89.849998,79.962852,1106514,90.449997
28-10-2013,90.099998,91.150002,87.75,77.841133,5079426,88.050003
29-10-2013,88.099998,89.449997,88,78.59259,2201183,88.900002
30-10-2013,89.5,91.25,89.349998,80.272293,958378,90.800003
31-10-2013,90.800003,93.199997,90,81.996178,2719995,92.75
01-11-2013,93,93.800003,91.25,81.333138,2165492,92
02-11-2013,92,94.199997,92,82.791855,1026537,93.650002
03-11-2013,94,95.400002,93.5,83.941109,1257655,94.949997
04-11-2013,95.949997,97.800003,94.849998,85.399811,1560548,96.599998
05-11-2013,97.25,100.349998,97.099998,87.123718,2926048,98.550003
06-11-2013,98.099998,99.849998,96.849998,86.460686,1678437,97.800003
07-11-2013,98.099998,101.949997,98.050003,89.864288,3262228,101.650002
08-11-2013,101.900002,101.900002,95.300003,84.825157,4490363,95.949997
09-11-2013,96,96.5,91.800003,82.703445,2384615,93.550003
10-11-2013,94.099998,94.849998,93.050003,82.615028,911481,93.449997
11-11-2013,93.900002,94.449997,93,82.703445,816437,93.550003
12-11-2013,94.150002,96.949997,93.599998,85.222992,1896629,96.400002
13-11-2013,97,99.349998,96.599998,87.123718,4163445,98.550003
14-11-2013,99.300003,110.150002,99.050003,95.257034,14978529,107.75
15-11-2013,108,110.349998,103.949997,92.118637,4062938,104.199997
16-11-2013,104,106.849998,102.650002,92.118637,3034300,104.199997
17-11-2013,104.5,106.75,104.199997,93.754128,3605752,106.050003
18-11-2013,105,106,101.900002,90.748344,5782426,102.650002
19-11-2013,102.699997,103.449997,101.300003,90.394737,1632657,102.25
20-11-2013,102.849998,106.699997,101.25,93.754128,1915184,106.050003
21-11-2013,105.699997,106.599998,101.599998,91.941811,2388762,104
22-11-2013,103,106,101.699997,93.223694,1803879,105.449997
23-11-2013,105,107.400002,103.5,92.162834,1757669,104.25
24-11-2013,100.949997,104.5,99.75,91.941811,2168935,104
25-11-2013,99.75,103.5,99.75,90.571533,1611688,102.449997
26-11-2013,100,105.900002,99.5,90.394737,2875422,102.25
27-11-2013,104,105.900002,100.150002,90.217926,3222147,102.050003
28-11-2013,100.25,102.599998,98.050003,89.201256,2038723,100.900002
29-11-2013,101.5,102.900002,100.800003,89.864288,1297980,101.650002
30-11-2013,101.900002,102.699997,99.5,88.62661,1383011,100.25
01-12-2013,100.5,101,98.099998,87.698341,1216905,99.199997
02-12-2013,99,100.150002,95.099998,85.576614,1062097,96.800003
03-12-2013,96.800003,96.800003,93.25,84.604156,1885375,95.699997
04-12-2013,95.949997,97.699997,95.650002,85.178795,899293,96.349998
05-12-2013,96.050003,98.349998,94.75,85.399811,2284095,96.599998
06-12-2013,96.75,98.199997,96.150002,85.665031,2401268,96.900002
07-12-2013,97.150002,99.400002,96.449997,85.797623,1395377,97.050003
08-12-2013,96.800003,98.25,91.599998,82.438232,923816,93.25
09-12-2013,94.699997,98.199997,94,85.886032,885125,97.150002
10-12-2013,97.300003,100.900002,96.949997,88.5382,1421735,100.150002
11-12-2013,98,104.400002,98,91.234566,1527050,103.199997
12-12-2013,103,106,102,92.428047,2297110,104.550003
13-12-2013,104,105.949997,103,92.472244,1624282,104.599998
14-12-2013,104.900002,107.699997,104,93.842537,2470966,106.150002
15-12-2013,106.849998,112.300003,105,98.52803,1850512,111.449997
16-12-2013,112.5,113.199997,108.699997,96.406311,2630733,109.050003
17-12-2013,107.900002,111.150002,107.150002,95.831673,1362617,108.400002
18-12-2013,109,111.849998,108.650002,97.64399,1371024,110.449997
19-12-2013,111.349998,111.900002,107,95.654854,1162076,108.199997
20-12-2013,108,110.199997,106.699997,95.610237,1081155,107.150002
21-12-2013,108.099998,108.650002,105.099998,94.271782,1235991,105.650002
22-12-2013,104.400002,107,104.400002,94.584091,1362812,106
23-12-2013,105.650002,107.800003,105.599998,95.253311,772447,106.75
24-12-2013,106.900002,108.599998,105.5,95.387154,1176016,106.900002
25-12-2013,105.699997,106.550003,101.599998,91.684105,1198440,102.75
26-12-2013,101.650002,102.5,98.849998,90.211807,1033372,101.099998
27-12-2013,101,101.699997,97,87.534889,1549992,98.099998
28-12-2013,99.800003,100.650002,98.099998,88.29335,1670177,98.949997
29-12-2013,99.25,103.75,99.25,91.282578,1556692,102.300003
30-12-2013,101.199997,104.25,100.400002,90.524109,1524233,101.449997
31-12-2013,100.75,106,100.75,94.182564,2161293,105.550003
01-01-2014,104.550003,105.650002,101.300003,93.781006,631287,105.099998
02-01-2014,105,107.199997,103.199997,93.55793,1141754,104.849998
03-01-2014,106.050003,106.75,103.599998,93.334869,1218229,104.599998
04-01-2014,106,106.5,101,91.059502,1526435,102.050003
05-01-2014,102,104,99.75,92.353333,493066,103.5
06-01-2014,104,105.050003,103.349998,92.88871,396946,104.099998
07-01-2014,103.5,105,102.949997,92.799477,1151134,104
08-01-2014,104.800003,105.75,103.75,92.710251,493279,103.900002
09-01-2014,103.800003,104.400002,101.400002,91.371796,573249,102.400002
10-01-2014,103,104,99,89.007202,1293040,99.75
11-01-2014,99.099998,99.099998,96,86.374908,1865981,96.800003
12-01-2014,97.099998,98.949997,96.5,86.910278,1229990,97.400002
13-01-2014,97,97.949997,95.449997,86.330284,838634,96.75
14-01-2014,96.75,98,96.400002,86.642601,789692,97.099998
15-01-2014,98,98.400002,96.75,86.553352,963533,97
16-01-2014,97.300003,98.449997,96.75,87.177971,418939,97.699997
17-01-2014,99,100.849998,98.400002,89.319496,848035,100.099998
18-01-2014,100.550003,102,99.400002,89.007202,285777,99.75
19-01-2014,99.099998,99.699997,97.800003,87.89183,234936,98.5
20-01-2014,97.599998,100.5,97.599998,89.274887,378184,100.050003
21-01-2014,101.599998,102.5,99.349998,91.104103,579957,102.099998
22-01-2014,102.800003,103.449997,101.199997,90.925644,362866,101.900002
23-01-2014,102.199997,102.75,101,90.836418,153993,101.800003
24-01-2014,102.300003,102.400002,98.400002,88.204124,268934,98.849998
25-01-2014,99.900002,99.900002,95.050003,86.285675,495767,96.699997
26-01-2014,97.699997,99.599998,95.300003,86.285675,503185,96.699997
27-01-2014,97,97.949997,94.800003,85.125679,518131,95.400002
28-01-2014,96,97,91.199997,85.304153,553070,95.599998
29-01-2014,95.599998,96.75,92.050003,82.582619,364760,92.550003
30-01-2014,92.300003,93.449997,90.650002,82.2257,1020169,92.150002
31-01-2014,93.949997,93.949997,87.400002,79.191872,897804,88.75
01-02-2014,88,89.900002,85.300003,79.459557,1339558,89.050003
